FECHA,INICIO_INTERVALO,FIN_INTERVALO,Llamadas_recibidas,Llamadas_atendidas,Nivel_Atencion,AHT,ASA_AVG_ATENDIDAS,SERVICE_LEVEL,LLAMADAS_EN_SL,PERIODO_CIERRE,PERIODO_PAGO,PERIODO_RESTO_MES,FECHA_ENVIO_RDC,FERIADO,LUNES,MARTES,MIERCOLES,JUEVES,VIERNES,SABADO,DOMINGO
2022-02-07,2022-02-07T09:30:00.000Z,2022-02-07T10:00:00.000Z,1469,1161,0.79,243.27,442.70,0.08,105,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T10:00:00.000Z,2022-02-07T10:30:00.000Z,1526,1180,0.77,245.80,464.97,0.12,148,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T10:30:00.000Z,2022-02-07T11:00:00.000Z,1468,1075,0.73,228.46,515.93,0.07,76,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T11:00:00.000Z,2022-02-07T11:30:00.000Z,1487,1148,0.77,242.21,460.38,0.07,87,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T11:30:00.000Z,2022-02-07T12:00:00.000Z,1546,1218,0.79,255.55,441.86,0.06,79,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T12:00:00.000Z,2022-02-07T12:30:00.000Z,1531,1174,0.77,245.29,500.67,0.08,97,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T12:30:00.000Z,2022-02-07T13:00:00.000Z,1414,912,0.64,241.22,617.49,0.07,66,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T13:00:00.000Z,2022-02-07T13:30:00.000Z,1377,899,0.65,241.48,604.18,0.08,79,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T13:30:00.000Z,2022-02-07T14:00:00.000Z,1373,804,0.59,261.97,706.54,0.11,89,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T14:00:00.000Z,2022-02-07T14:30:00.000Z,1278,800,0.63,257.94,633.38,0.16,141,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T14:30:00.000Z,2022-02-07T15:00:00.000Z,1281,837,0.65,236.09,581.05,0.15,138,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T15:00:00.000Z,2022-02-07T15:30:00.000Z,1243,1028,0.83,263.59,365.06,0.06,71,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T15:30:00.000Z,2022-02-07T16:00:00.000Z,1147,980,0.85,262.13,273.29,0.11,110,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T16:00:00.000Z,2022-02-07T16:30:00.000Z,1100,862,0.78,262.77,454.66,0.04,39,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T16:30:00.000Z,2022-02-07T17:00:00.000Z,1122,789,0.70,255.73,515.84,0.08,70,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T17:00:00.000Z,2022-02-07T17:30:00.000Z,1201,869,0.72,270.69,550.07,0.05,49,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T17:30:00.000Z,2022-02-07T18:00:00.000Z,1258,561,0.45,254.86,550.60,0.10,59,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T18:00:00.000Z,2022-02-07T18:30:00.000Z,197,76,0.39,160.08,356.37,0.40,31,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T18:30:00.000Z,2022-02-07T19:00:00.000Z,128,72,0.56,191.83,349.94,0.36,28,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T19:00:00.000Z,2022-02-07T19:30:00.000Z,132,68,0.52,209.77,320.44,0.27,20,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T19:30:00.000Z,2022-02-07T20:00:00.000Z,105,63,0.60,174.48,359.76,0.21,14,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T20:00:00.000Z,2022-02-07T20:30:00.000Z,79,45,0.57,238.55,295.17,0.28,13,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T20:30:00.000Z,2022-02-07T21:00:00.000Z,32,27,0.84,166.63,88.52,0.30,8,,1,,0,0,1,0,0,0,0,0,0
2022-02-07,2022-02-07T21:00:00.000Z,2022-02-07T21:30:00.000Z,2,1,0.50,40.00,1.00,1.00,1,,1,,0,0,1,0,0,0,0,0,0
2022-02-08,2022-02-08T08:00:00.000Z,2022-02-08T08:30:00.000Z,22,22,1.00,180.42,0.71,1.00,24,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T08:30:00.000Z,2022-02-08T09:00:00.000Z,485,479,0.99,212.17,37.27,0.62,323,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T09:00:00.000Z,2022-02-08T09:30:00.000Z,1358,1204,0.89,232.64,234.99,0.09,121,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T09:30:00.000Z,2022-02-08T10:00:00.000Z,1363,1105,0.81,238.94,384.12,0.05,61,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T10:00:00.000Z,2022-02-08T10:30:00.000Z,1490,1145,0.77,249.22,430.35,0.06,71,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T10:30:00.000Z,2022-02-08T11:00:00.000Z,1475,1003,0.68,265.00,548.99,0.06,64,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T11:00:00.000Z,2022-02-08T11:30:00.000Z,1480,1073,0.73,239.45,494.61,0.08,93,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T11:30:00.000Z,2022-02-08T12:00:00.000Z,1520,1148,0.76,251.14,476.20,0.07,79,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T12:00:00.000Z,2022-02-08T12:30:00.000Z,1497,1149,0.77,236.66,471.13,0.12,147,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T12:30:00.000Z,2022-02-08T13:00:00.000Z,1432,889,0.62,246.34,599.20,0.16,147,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T13:00:00.000Z,2022-02-08T13:30:00.000Z,1210,792,0.65,246.11,587.49,0.18,149,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T13:30:00.000Z,2022-02-08T14:00:00.000Z,1203,722,0.60,232.15,624.29,0.17,130,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T14:00:00.000Z,2022-02-08T14:30:00.000Z,1205,830,0.69,231.81,538.16,0.18,161,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T14:30:00.000Z,2022-02-08T15:00:00.000Z,1146,813,0.71,248.03,502.11,0.12,105,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T15:00:00.000Z,2022-02-08T15:30:00.000Z,1078,913,0.85,257.25,321.99,0.08,83,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T15:30:00.000Z,2022-02-08T16:00:00.000Z,1067,901,0.84,251.56,297.88,0.05,52,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T16:00:00.000Z,2022-02-08T16:30:00.000Z,1024,790,0.77,255.00,417.93,0.06,51,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T16:30:00.000Z,2022-02-08T17:00:00.000Z,1053,790,0.75,259.14,502.02,0.07,60,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T17:00:00.000Z,2022-02-08T17:30:00.000Z,1154,851,0.74,260.80,537.60,0.07,59,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T17:30:00.000Z,2022-02-08T18:00:00.000Z,1226,502,0.41,252.32,590.34,0.09,49,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T18:00:00.000Z,2022-02-08T18:30:00.000Z,174,64,0.37,251.16,403.32,0.29,20,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T18:30:00.000Z,2022-02-08T19:00:00.000Z,127,54,0.43,168.51,469.22,0.22,12,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T19:00:00.000Z,2022-02-08T19:30:00.000Z,99,51,0.52,228.59,341.39,0.35,19,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T19:30:00.000Z,2022-02-08T20:00:00.000Z,83,59,0.71,217.47,167.45,0.28,18,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T20:00:00.000Z,2022-02-08T20:30:00.000Z,81,46,0.57,240.91,230.13,0.38,18,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T20:30:00.000Z,2022-02-08T21:00:00.000Z,49,34,0.69,190.89,108.89,0.57,21,,1,,0,0,0,1,0,0,0,0,0
2022-02-08,2022-02-08T21:00:00.000Z,2022-02-08T21:30:00.000Z,2,0,0.00,,,,,,1,,0,0,0,1,0,0,0,0,0
2022-02-09,2022-02-09T08:00:00.000Z,2022-02-09T08:30:00.000Z,52,47,0.90,197.60,34.57,0.70,33,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T08:30:00.000Z,2022-02-09T09:00:00.000Z,884,842,0.95,232.18,89.16,0.37,351,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T09:00:00.000Z,2022-02-09T09:30:00.000Z,1227,1113,0.91,231.92,169.46,0.08,105,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T09:30:00.000Z,2022-02-09T10:00:00.000Z,1303,1099,0.84,248.22,272.10,0.06,68,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T10:00:00.000Z,2022-02-09T10:30:00.000Z,1477,1211,0.82,237.88,315.61,0.07,89,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T10:30:00.000Z,2022-02-09T11:00:00.000Z,1483,1112,0.75,250.67,478.21,0.06,70,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T11:00:00.000Z,2022-02-09T11:30:00.000Z,1492,1074,0.72,251.85,512.19,0.07,83,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T11:30:00.000Z,2022-02-09T12:00:00.000Z,1534,1161,0.76,242.93,423.37,0.16,197,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T12:00:00.000Z,2022-02-09T12:30:00.000Z,1489,1156,0.78,239.29,439.34,0.16,206,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T12:30:00.000Z,2022-02-09T13:00:00.000Z,1398,875,0.63,240.73,613.73,0.16,149,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T13:00:00.000Z,2022-02-09T13:30:00.000Z,1286,813,0.63,241.52,652.79,0.15,129,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T13:30:00.000Z,2022-02-09T14:00:00.000Z,1172,734,0.63,249.31,626.35,0.17,131,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T14:00:00.000Z,2022-02-09T14:30:00.000Z,1192,755,0.63,248.58,640.12,0.15,120,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T14:30:00.000Z,2022-02-09T15:00:00.000Z,1137,722,0.64,252.42,594.27,0.16,122,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T15:00:00.000Z,2022-02-09T15:30:00.000Z,1074,895,0.83,250.36,351.68,0.07,63,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T15:30:00.000Z,2022-02-09T16:00:00.000Z,1008,871,0.86,262.74,269.75,0.09,80,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T16:00:00.000Z,2022-02-09T16:30:00.000Z,1004,757,0.75,262.31,451.10,0.07,57,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T16:30:00.000Z,2022-02-09T17:00:00.000Z,1063,728,0.68,252.46,555.67,0.06,44,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T17:00:00.000Z,2022-02-09T17:30:00.000Z,1082,756,0.70,269.00,543.00,0.08,66,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T17:30:00.000Z,2022-02-09T18:00:00.000Z,1206,557,0.46,261.80,517.56,0.10,57,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T18:00:00.000Z,2022-02-09T18:30:00.000Z,172,65,0.38,214.61,360.86,0.29,19,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T18:30:00.000Z,2022-02-09T19:00:00.000Z,122,61,0.50,257.30,362.55,0.34,22,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T19:00:00.000Z,2022-02-09T19:30:00.000Z,136,72,0.53,194.55,309.27,0.11,8,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T19:30:00.000Z,2022-02-09T20:00:00.000Z,98,66,0.67,239.30,281.93,0.33,22,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T20:00:00.000Z,2022-02-09T20:30:00.000Z,65,42,0.65,259.24,184.76,0.24,11,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T20:30:00.000Z,2022-02-09T21:00:00.000Z,54,38,0.70,186.00,110.60,0.55,23,,1,,0,0,0,0,1,0,0,0,0
2022-02-09,2022-02-09T21:00:00.000Z,2022-02-09T21:30:00.000Z,1,0,0.00,,,,,,1,,0,0,0,0,1,0,0,0,0
2022-02-10,2022-02-10T08:00:00.000Z,2022-02-10T08:30:00.000Z,60,50,0.83,188.65,143.57,0.41,21,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T08:30:00.000Z,2022-02-10T09:00:00.000Z,843,796,0.94,231.85,108.92,0.34,285,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T09:00:00.000Z,2022-02-10T09:30:00.000Z,1122,1046,0.93,230.93,137.29,0.14,163,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T09:30:00.000Z,2022-02-10T10:00:00.000Z,1333,1179,0.88,248.97,222.79,0.14,180,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T10:00:00.000Z,2022-02-10T10:30:00.000Z,1413,1169,0.83,249.32,302.50,0.12,155,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T10:30:00.000Z,2022-02-10T11:00:00.000Z,1462,1153,0.79,244.57,402.34,0.11,140,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T11:00:00.000Z,2022-02-10T11:30:00.000Z,1459,1157,0.79,242.10,388.66,0.14,173,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T11:30:00.000Z,2022-02-10T12:00:00.000Z,1418,1153,0.81,231.95,383.77,0.15,186,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T12:00:00.000Z,2022-02-10T12:30:00.000Z,1450,1218,0.84,231.28,291.04,0.16,209,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T12:30:00.000Z,2022-02-10T13:00:00.000Z,1171,914,0.78,232.57,375.75,0.14,139,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T13:00:00.000Z,2022-02-10T13:30:00.000Z,1142,800,0.70,241.22,513.52,0.15,123,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T13:30:00.000Z,2022-02-10T14:00:00.000Z,997,712,0.71,233.29,530.33,0.15,109,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T14:00:00.000Z,2022-02-10T14:30:00.000Z,956,732,0.77,241.17,463.59,0.18,142,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T14:30:00.000Z,2022-02-10T15:00:00.000Z,965,690,0.72,250.63,479.76,0.14,99,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T15:00:00.000Z,2022-02-10T15:30:00.000Z,910,823,0.90,260.44,172.84,0.20,175,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T15:30:00.000Z,2022-02-10T16:00:00.000Z,797,782,0.98,235.37,8.95,0.96,805,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T16:00:00.000Z,2022-02-10T16:30:00.000Z,802,769,0.96,250.17,62.42,0.48,404,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T16:30:00.000Z,2022-02-10T17:00:00.000Z,918,793,0.86,260.38,274.04,0.08,65,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T17:00:00.000Z,2022-02-10T17:30:00.000Z,917,777,0.85,257.54,292.26,0.11,90,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T17:30:00.000Z,2022-02-10T18:00:00.000Z,1016,653,0.64,244.26,325.13,0.14,101,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T18:00:00.000Z,2022-02-10T18:30:00.000Z,155,100,0.65,159.78,54.94,0.61,66,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T18:30:00.000Z,2022-02-10T19:00:00.000Z,101,95,0.94,169.39,39.65,0.67,67,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T19:00:00.000Z,2022-02-10T19:30:00.000Z,95,82,0.86,184.62,95.75,0.40,35,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T19:30:00.000Z,2022-02-10T20:00:00.000Z,79,74,0.94,210.19,40.62,0.61,48,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T20:00:00.000Z,2022-02-10T20:30:00.000Z,42,40,0.95,210.65,10.19,0.88,38,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T20:30:00.000Z,2022-02-10T21:00:00.000Z,34,34,1.00,181.22,0.67,1.00,36,,1,,0,0,0,0,0,1,0,0,0
2022-02-10,2022-02-10T21:00:00.000Z,2022-02-10T21:30:00.000Z,3,3,1.00,2.00,67.00,0.00,0,,1,,0,0,0,0,0,1,0,0,0
2022-02-11,2022-02-11T08:00:00.000Z,2022-02-11T08:30:00.000Z,50,50,1.00,141.53,10.65,0.92,47,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T08:30:00.000Z,2022-02-11T09:00:00.000Z,623,619,0.99,215.23,4.70,0.97,653,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T09:00:00.000Z,2022-02-11T09:30:00.000Z,782,772,0.99,212.86,2.01,1.00,854,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T09:30:00.000Z,2022-02-11T10:00:00.000Z,916,910,0.99,228.13,4.35,0.99,977,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T10:00:00.000Z,2022-02-11T10:30:00.000Z,1068,1058,0.99,210.40,6.36,0.98,1128,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T10:30:00.000Z,2022-02-11T11:00:00.000Z,1121,1074,0.96,226.63,45.69,0.47,552,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T11:00:00.000Z,2022-02-11T11:30:00.000Z,1152,1084,0.94,223.15,92.05,0.14,171,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T11:30:00.000Z,2022-02-11T12:00:00.000Z,1160,1086,0.94,220.27,81.70,0.16,192,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T12:00:00.000Z,2022-02-11T12:30:00.000Z,1035,1017,0.98,226.16,20.00,0.82,934,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T12:30:00.000Z,2022-02-11T13:00:00.000Z,933,889,0.95,215.54,81.08,0.32,313,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T13:00:00.000Z,2022-02-11T13:30:00.000Z,843,821,0.97,212.79,35.09,0.60,548,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T13:30:00.000Z,2022-02-11T14:00:00.000Z,762,742,0.97,220.49,21.26,0.78,650,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T14:00:00.000Z,2022-02-11T14:30:00.000Z,800,793,0.99,212.13,4.98,0.98,872,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T14:30:00.000Z,2022-02-11T15:00:00.000Z,689,675,0.98,214.08,10.52,0.95,715,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T15:00:00.000Z,2022-02-11T15:30:00.000Z,573,568,0.99,232.62,1.04,1.00,614,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T15:30:00.000Z,2022-02-11T16:00:00.000Z,553,550,0.99,242.23,0.72,1.00,607,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T16:00:00.000Z,2022-02-11T16:30:00.000Z,677,663,0.98,233.35,26.99,0.75,536,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T16:30:00.000Z,2022-02-11T17:00:00.000Z,646,639,0.99,158.88,2.73,0.98,694,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T17:00:00.000Z,2022-02-11T17:30:00.000Z,712,699,0.98,154.36,3.02,0.99,759,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T17:30:00.000Z,2022-02-11T18:00:00.000Z,799,753,0.94,220.06,29.64,0.68,564,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T18:00:00.000Z,2022-02-11T18:30:00.000Z,134,78,0.58,209.46,114.59,0.49,40,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T18:30:00.000Z,2022-02-11T19:00:00.000Z,84,59,0.70,243.35,206.94,0.29,19,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T19:00:00.000Z,2022-02-11T19:30:00.000Z,89,70,0.79,183.76,134.45,0.35,26,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T19:30:00.000Z,2022-02-11T20:00:00.000Z,69,58,0.84,221.67,47.11,0.62,39,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T20:00:00.000Z,2022-02-11T20:30:00.000Z,33,33,1.00,206.03,0.62,1.00,34,,,1,0,0,0,0,0,0,1,0,0
2022-02-11,2022-02-11T20:30:00.000Z,2022-02-11T21:00:00.000Z,29,29,1.00,215.16,0.39,1.00,31,,,1,0,0,0,0,0,0,1,0,0
2022-02-14,2022-02-14T08:00:00.000Z,2022-02-14T08:30:00.000Z,43,42,0.98,131.95,2.80,0.98,43,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T08:30:00.000Z,2022-02-14T09:00:00.000Z,709,705,0.99,214.74,10.73,0.92,722,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T09:00:00.000Z,2022-02-14T09:30:00.000Z,908,899,0.99,201.82,3.23,1.00,987,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T09:30:00.000Z,2022-02-14T10:00:00.000Z,1046,1034,0.99,209.53,0.95,1.00,1145,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T10:00:00.000Z,2022-02-14T10:30:00.000Z,1078,1065,0.99,215.80,8.86,0.95,1104,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T10:30:00.000Z,2022-02-14T11:00:00.000Z,1103,1080,0.98,214.17,24.34,0.92,1070,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T11:00:00.000Z,2022-02-14T11:30:00.000Z,1192,1178,0.99,216.67,20.08,0.94,1187,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T11:30:00.000Z,2022-02-14T12:00:00.000Z,1200,1178,0.98,215.57,23.25,0.93,1183,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T12:00:00.000Z,2022-02-14T12:30:00.000Z,1122,1109,0.99,221.50,12.91,0.95,1131,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T12:30:00.000Z,2022-02-14T13:00:00.000Z,966,943,0.98,210.23,40.78,0.56,581,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T13:00:00.000Z,2022-02-14T13:30:00.000Z,831,780,0.94,233.32,111.85,0.15,123,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T13:30:00.000Z,2022-02-14T14:00:00.000Z,742,720,0.97,219.88,46.62,0.45,350,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T14:00:00.000Z,2022-02-14T14:30:00.000Z,759,753,0.99,219.35,11.88,0.88,719,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T14:30:00.000Z,2022-02-14T15:00:00.000Z,663,654,0.99,222.72,12.83,0.93,670,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T15:00:00.000Z,2022-02-14T15:30:00.000Z,636,622,0.98,228.41,1.73,0.99,682,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T15:30:00.000Z,2022-02-14T16:00:00.000Z,657,648,0.99,212.75,6.76,0.95,701,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T16:00:00.000Z,2022-02-14T16:30:00.000Z,644,634,0.98,234.10,14.10,0.95,662,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T16:30:00.000Z,2022-02-14T17:00:00.000Z,671,662,0.99,225.43,12.84,0.94,675,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T17:00:00.000Z,2022-02-14T17:30:00.000Z,771,755,0.98,223.67,21.54,0.93,772,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T17:30:00.000Z,2022-02-14T18:00:00.000Z,795,773,0.97,224.22,23.86,0.92,776,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T18:00:00.000Z,2022-02-14T18:30:00.000Z,151,81,0.54,210.26,249.55,0.29,24,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T18:30:00.000Z,2022-02-14T19:00:00.000Z,94,77,0.82,160.12,120.28,0.54,44,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T19:00:00.000Z,2022-02-14T19:30:00.000Z,82,71,0.87,158.68,65.80,0.63,48,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T19:30:00.000Z,2022-02-14T20:00:00.000Z,79,72,0.91,230.75,49.91,0.55,42,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T20:00:00.000Z,2022-02-14T20:30:00.000Z,38,36,0.95,211.75,13.45,0.88,35,,,1,0,0,1,0,0,0,0,0,0
2022-02-14,2022-02-14T20:30:00.000Z,2022-02-14T21:00:00.000Z,46,46,1.00,151.60,1.09,1.00,47,,,1,0,0,1,0,0,0,0,0,0
2022-02-15,2022-02-15T08:00:00.000Z,2022-02-15T08:30:00.000Z,44,44,1.00,108.80,4.80,0.95,42,,,1,0,0,0,1,0,0,0,0,0
2022-02-15,2022-02-15T08:30:00.000Z,2022-02-15T09:00:00.000Z,552,548,0.99,206.46,2.71,0.99,600,,,1,0,0,0,1,0,0,0,0,0
2022-02-15,2022-02-15T09:00:00.000Z,2022-02-15T09:30:00.000Z,604,596,0.99,214.45,1.34,0.99,652,,,1,0,0,0,1,0,0,0,0,0
2022-02-15,2022-02-15T09:30:00.000Z,2022-02-15T10:00:00.000Z,636,631,0.99,228.14,1.34,0.99,684,,,1,0,0,0,1,0,0,0,0,0
